0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,seq_tool
0.4665069,0.573451,0.7722621,0.7052595,0.67662567,0.4924199,0.29947478,0.72583586,0.79283345,0.73337394,0.54497856,0.786529,0.86283445,0.5224475,0.6705064,0.2711942,0.3759969,0.8541533,0.66293037,0.5489327,0.3851838,0.7863204,0.77772593,0.7146089,0.860359,0.5290576,0.5523631,0.81799257,0.5641218,0.1957249,0.75464344,0.5353896,0.6372559,0.7178317,0.44795108,0.46372172,0.66544205,0.66394067,0.75483096,0.14390871,0.70219046,0.79237604,0.7714561,0.5292567,0.716636,0.48521084,0.8357428,0.059236646,0.8417936,0.918982,0.63218105,0.5811645,0.8449923,0.5387966,0.5152792,0.55915415,0.8627119,0.67654955,0.4762546,0.09085709,0.53324854,0.6413594,0.8069211,0.27927423,0.71559745,0.71583223,0.72268873,0.85527676,0.7834428,0.75299245,0.853028,0.79868734,0.5939979,0.7591137,0.5602896,0.60165805,0.6230748,0.5602266,0.9495623,0.72532815,0.6582051,0.15134084,0.9009044,0.163899,0.4283339,0.57064223,0.8993615,0.7417561,0.78604037,0.51399195,0.02716273,0.22788262,0.62580323,0.7503264,0.7066534,0.53707623,0.81549555,0.82460046,0.5798253,0.52552134,0.0
0.47170222,0.51870954,0.73488176,0.6969626,0.6005899,0.4007535,0.30287966,0.65855944,0.8412273,0.6902803,0.5812628,0.77351373,0.8552023,0.5207276,0.6638489,0.28905106,0.41018143,0.80477405,0.6498151,0.51018304,0.47592625,0.81265783,0.77356505,0.7143662,0.7923698,0.4966639,0.55981016,0.79449075,0.5332931,0.17499578,0.8005657,0.48287007,0.6389202,0.7158167,0.46685022,0.42479038,0.62775445,0.7266556,0.7922149,0.2070694,0.6982299,0.8430714,0.79168516,0.45129773,0.6966246,0.4447434,0.8865107,0.059974432,0.85451674,0.9296744,0.6392172,0.5832031,0.83845973,0.5241722,0.4166659,0.4743413,0.8339835,0.6501015,0.47445846,0.15006146,0.46905494,0.65506047,0.8444795,0.30540186,0.7138064,0.75396216,0.7038758,0.8582864,0.73573434,0.7750018,0.8582474,0.78266233,0.5344104,0.6511717,0.5296282,0.5124723,0.610503,0.57167506,0.9523834,0.64395845,0.67440444,0.17834926,0.9158766,0.2218988,0.4968598,0.5352356,0.88965136,0.7597572,0.75913495,0.5267596,0.07247433,0.25691253,0.5266011,0.7399558,0.75177103,0.5293409,0.81954485,0.7601643,0.53608096,0.5977775,0.0
0.5482445,0.55771697,0.4774842,0.60464096,0.5099739,0.48159426,0.24070787,0.6288619,0.5593847,0.6639839,0.6799021,0.76740646,0.83760154,0.6421714,0.72945195,0.35933104,0.39277014,0.9500413,0.5910222,0.45694092,0.4742263,0.7488798,0.7346643,0.76054895,0.8687781,0.49067736,0.3827814,0.75492406,0.58429074,0.21651074,0.7184899,0.5482011,0.60714877,0.69388074,0.42538053,0.40583068,0.6737894,0.68394315,0.7493962,0.16830048,0.6245084,0.8063731,0.605095,0.63818645,0.702591,0.23114315,0.5579393,0.033579707,0.80533487,0.88461626,0.5961266,0.5897859,0.9085944,0.5356247,0.42598796,0.4882903,0.82417685,0.7481903,0.52793306,0.12979999,0.56514955,0.63445747,0.64565897,0.3213818,0.7255831,0.6924382,0.7835071,0.6557869,0.87838984,0.87785244,0.7999651,0.7941474,0.5767554,0.7057151,0.37965977,0.48446706,0.5786787,0.7031502,0.68878555,0.54565376,0.68773735,0.2215417,0.9031825,0.32137388,0.31165996,0.400422,0.8556154,0.6629769,0.6873032,0.36435336,0.13283774,0.39327574,0.4511184,0.64099383,0.7544914,0.52209,0.7389064,0.59668577,0.6510245,0.5852812,1.0
0.36083102,0.28207555,0.65702355,0.6560242,0.5283317,0.5559453,0.6534342,0.45009282,0.5618136,0.75697166,0.715886,0.738065,0.4936799,0.5962104,0.5342823,0.74307114,0.39524707,0.7361969,0.822179,0.6973648,0.7483711,0.72090757,0.7454661,0.319753,0.41255745,0.49024713,0.33033928,0.3747305,0.61138296,0.54118556,0.37251863,0.42105693,0.64544624,0.8176906,0.30518624,0.38205597,0.67345285,0.9024182,0.82584834,0.54514563,0.51068497,0.8073442,0.84735966,0.5775554,0.6889306,0.538611,0.49167153,0.60678965,0.52865505,0.62036717,0.6032533,0.51277536,0.546635,0.75851715,0.3934086,0.5254794,0.4063004,0.49796253,0.6695589,0.5487666,0.21386781,0.6778915,0.28321493,0.32717746,0.5106425,0.5532378,0.4406134,0.2611562,0.788057,0.6730705,0.6009713,0.40928483,0.45776868,0.72503024,0.1819056,0.34829685,0.17851862,0.84653413,0.54967827,0.2676641,0.6258145,0.7335901,0.78739995,0.7513021,0.6829555,0.6255045,0.62227166,0.8147203,0.7044015,0.6814249,0.6538585,0.7502471,0.34644645,0.20351446,0.77097625,0.6674964,0.38737735,0.22185677,0.8106186,0.89837706,1.0
0.5212875,0.52882683,0.6705088,0.5018724,0.6270545,0.39761353,0.2262043,0.7037608,0.7513323,0.7841706,0.6148222,0.76905304,0.82043797,0.295679,0.4161065,0.3238018,0.47788244,0.5582853,0.81338435,0.49453104,0.455889,0.799839,0.5646067,0.4592548,0.7605531,0.605129,0.5516555,0.8532262,0.5834597,0.25522524,0.6631774,0.5043478,0.6492833,0.6726997,0.43825722,0.3789415,0.6651113,0.76682377,0.6003698,0.2738699,0.7739748,0.8751137,0.60972595,0.23563522,0.7436707,0.22731462,0.6165061,0.12255427,0.8875526,0.7972329,0.43541998,0.67470354,0.50765073,0.38913044,0.44162244,0.42290172,0.9009278,0.77626544,0.59720695,0.2107685,0.45104775,0.6862935,0.7130209,0.3178599,0.72812223,0.75556904,0.6373493,0.5748075,0.5793728,0.43580875,0.7201867,0.7342391,0.59927005,0.6847758,0.47506875,0.3980317,0.574348,0.29239914,0.7286608,0.6495697,0.7507602,0.29688948,0.7848906,0.21942258,0.57994807,0.52766204,0.8619915,0.48484758,0.6158086,0.41399446,0.18852219,0.20753646,0.5592679,0.8171687,0.713309,0.5496002,0.8646398,0.77905387,0.65594846,0.59230983,0.0
0.6802966,0.5835297,0.7974806,0.3906978,0.77580714,0.47669291,0.14700902,0.84456396,0.8186631,0.82954293,0.5512841,0.7761944,0.82626605,0.15542015,0.35912326,0.21988085,0.54137504,0.41059172,0.79540545,0.41178805,0.3762365,0.81216216,0.43012562,0.37311858,0.77056456,0.65176785,0.68200827,0.9302303,0.66116136,0.2592903,0.75880265,0.60069764,0.69567007,0.5648707,0.52270234,0.40334517,0.7931993,0.6841606,0.40894303,0.37197936,0.97113276,0.8840685,0.65487623,0.09637374,0.73156464,0.3013229,0.59671557,0.06926447,0.9750925,0.7079246,0.42931005,0.793604,0.42314312,0.2414071,0.59185916,0.38804957,1.0,0.810499,0.6133686,0.1984384,0.52765965,0.69230944,0.89275134,0.32058156,0.786649,0.8001049,0.74585515,0.6805168,0.44790715,0.19350868,0.795461,0.8414074,0.70661163,0.7439778,0.5861379,0.4118863,0.6693032,0.0,0.7552665,0.7851892,0.83352363,0.26894763,0.66842127,0.14312893,0.6371104,0.567186,0.84202313,0.4197285,0.56502277,0.46481338,0.21764225,0.0,0.69827574,1.0,0.61683005,0.5018108,0.98641026,0.8943975,0.67981476,0.46399498,0.0
0.4923218,0.44128513,0.68046844,0.7057679,0.67114866,0.4859199,0.29669923,0.5667592,0.77087706,0.6951753,0.62255406,0.73545516,0.69680274,0.55998844,0.6133704,0.30986223,0.46984586,0.7954003,0.73949736,0.5802384,0.49224436,0.77992034,0.7953871,0.6255517,0.66165984,0.4745214,0.38051385,0.6129634,0.6617664,0.25418264,0.6777644,0.47299767,0.628403,0.77109116,0.32600865,0.42685753,0.7368102,0.7373254,0.7649909,0.30170485,0.71447295,0.84078985,0.79487216,0.51507753,0.792364,0.51806825,0.7488512,0.11301193,0.7751572,0.86329716,0.6561752,0.62526,0.8257209,0.65204984,0.35231322,0.4909199,0.6715134,0.5764869,0.5617933,0.22456059,0.4553434,0.6637822,0.7063526,0.20503893,0.59578735,0.67571104,0.69448507,0.6983791,0.83492696,0.7803206,0.8411348,0.7838733,0.48355335,0.67337596,0.39186952,0.41781017,0.44598114,0.7053734,0.87999845,0.445645,0.7073757,0.29375598,0.83107054,0.37178797,0.5547441,0.59391993,0.8567003,0.8594416,0.76173407,0.53218573,0.19352269,0.36028484,0.48483914,0.61434823,0.743224,0.5685473,0.68074346,0.5057653,0.6493893,0.7584264,1.0
0.8785796,0.48092774,0.94445163,0.71427757,0.8053008,0.6969761,0.87482965,0.4235756,0.71543,0.840732,0.43643978,0.19867754,0.5293995,0.26101032,0.86007416,0.8562516,0.3152099,0.41333973,0.7704786,0.6045872,0.41412663,0.68576556,0.15749311,0.0,0.61079746,0.9239423,0.6362924,0.73588693,0.40378234,0.5010299,0.55761015,0.5496396,0.108006716,0.4627043,0.5755571,0.23031297,0.39870256,0.6607586,0.6818476,0.15777701,0.7126608,0.015672624,0.86547,0.7516715,0.6373539,0.6339694,0.9215565,0.99999994,0.70655835,0.71316713,0.17816794,0.52779996,0.68122464,0.6172665,0.18936768,0.8370678,0.599056,0.7919266,0.35754886,0.47419024,1.0,0.36429524,0.6766066,0.67737526,0.6161039,0.77251935,0.88881034,0.92312604,0.74180394,0.6911165,0.5479233,0.6599477,0.094792366,0.3323325,0.67928076,0.7162422,0.61998016,0.6178297,0.6612208,0.5992018,0.0,0.48865968,0.7602588,0.0,0.13681704,0.9243809,0.6337683,0.8496768,0.7764877,0.89065737,0.72281975,0.7164548,0.4382009,0.5273277,0.027269542,0.40876648,0.5562277,1.0,0.7099054,0.7356101,0.0
0.553279,0.513395,0.87854713,0.6339313,0.7580775,0.51913977,0.25272,0.82939005,0.7450135,0.8286057,0.590197,0.8074564,0.63193566,0.3950178,0.47719356,0.21689835,0.57592577,0.67629284,0.8926992,0.56393296,0.49243551,0.8212685,0.62024045,0.38816354,0.57367766,0.5229522,0.3901574,0.6458328,0.76488703,0.34017724,0.6659621,0.49332163,0.66938317,0.77334785,0.28813934,0.48926365,0.84382606,0.69763494,0.62076116,0.34607854,0.8218297,0.87741065,0.6255096,0.33740246,0.8479836,0.53527683,0.6829675,0.11990595,0.7367944,0.72066224,0.55159205,0.72246706,0.6203643,0.5275601,0.5524065,0.57114786,0.757051,0.56208205,0.7021817,0.24157846,0.448483,0.6942648,0.7189649,0.14184454,0.58468366,0.63488424,0.75589776,0.6384542,0.7499867,0.53927857,0.9163004,0.810805,0.57824486,0.8016884,0.39247918,0.4746907,0.43437284,0.46773928,0.9440124,0.5702884,0.7568824,0.3572079,0.6535974,0.36954996,0.615983,0.7079304,0.88372207,0.7487549,0.7678754,0.4554305,0.20970282,0.2587079,0.69517785,0.6865319,0.6717407,0.6146577,0.6603573,0.6822718,0.7635001,0.71041757,0.0
0.29561633,0.22070691,0.8208859,0.9116137,0.78955144,0.5157621,0.39723086,0.53183466,0.7385973,0.71152395,0.67573476,0.75260967,0.4955727,0.46985412,0.3411513,0.45913565,0.43968797,0.70967364,0.81038463,0.66176313,0.54913175,0.7301677,0.7673395,0.4679597,0.44308263,0.5714754,0.23810834,0.4647186,0.76009333,0.39667213,0.4179757,0.23114431,0.6823083,0.85771185,0.26795885,0.4901334,0.7366938,0.78177905,0.76250243,0.46216097,0.43455586,0.834033,0.71765816,0.4441233,0.8484522,0.7507997,0.7919752,0.3415973,0.57269394,0.68867975,0.6498403,0.42215416,0.470003,0.82336265,0.3121999,0.54547834,0.4841807,0.39957458,0.6014634,0.3768169,0.24337919,0.6728221,0.5102632,0.15106907,0.48991892,0.6353645,0.36032677,0.48409376,0.7846529,0.65842336,0.7203899,0.5561949,0.3758883,0.751879,0.290646,0.37439263,0.19373238,0.769491,0.8928832,0.29111686,0.6363383,0.5155961,0.7111351,0.61603755,0.8260079,0.800833,0.8272993,0.8739959,0.81531674,0.6003856,0.40911984,0.60088766,0.5039263,0.34423757,0.7039606,0.79525954,0.5016637,0.42372656,0.7198922,0.89087117,1.0
