0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,seq_tool
0.70071834,0.56727386,0.81369907,0.3993995,0.72482055,0.3970513,0.18969023,0.8460343,0.8207949,0.80048406,0.58109635,0.76639706,0.78282267,0.11502451,0.31001443,0.2142523,0.5868978,0.29665902,0.8538066,0.36969513,0.5035521,0.8389173,0.34181824,0.30279037,0.6939858,0.67700136,0.65311575,0.9019532,0.6171721,0.27683076,0.80301565,0.5809647,0.67544574,0.5723445,0.52905345,0.3822556,0.798199,0.74724257,0.40641356,0.38364664,0.9603649,0.9434145,0.55058193,0.037554085,0.7417393,0.23915485,0.64080846,0.14258343,0.9326846,0.7061401,0.3883654,0.80432427,0.35345602,0.2561682,0.5305431,0.3677,0.98789203,0.7899258,0.6218753,0.27234417,0.47957456,0.7167525,0.91583925,0.3418468,0.7732016,0.81342024,0.7325729,0.6506432,0.4444581,0.20409769,0.8435463,0.8574267,0.6501399,0.6812185,0.53837967,0.35471708,0.65895396,0.0112813115,0.8029912,0.74145186,0.81723106,0.35185304,0.67549163,0.26026437,0.6730025,0.5296474,0.8225317,0.3933447,0.5711199,0.44372907,0.2774032,0.076197445,0.6654197,0.95449966,0.66240615,0.5029132,0.93649244,0.9245693,0.6536445,0.5195761,0.0
0.42329997,0.36174795,0.628059,0.90012634,0.79670537,0.5981443,0.18682703,0.73407793,0.5265167,0.6334363,0.69306743,0.7726697,0.56977147,0.5667726,0.43119836,0.35719147,0.25508642,0.9363631,0.7837609,0.5853192,0.09788951,0.5482228,0.86481756,0.73167694,0.75396276,0.497221,0.18942481,0.7504696,0.7649698,0.32995528,0.43232477,0.120969445,0.6437508,0.89748985,0.4079378,0.5475203,0.7726773,0.5548374,0.51532006,0.28415406,0.34176117,0.5468533,0.45720276,0.4476078,0.89073145,0.6027092,0.8080888,0.22801742,0.77371967,0.93153524,0.34064436,0.4457916,0.5800364,0.71118045,0.25300366,0.6776216,0.75928,0.5777176,0.45886284,0.20372127,0.49911743,0.65489304,0.69571096,0.17295033,0.69893414,0.7226071,0.6700478,0.72261614,0.74866134,0.82591945,0.6875261,0.7660755,0.5553548,0.57988715,0.30792195,0.54356545,0.45291963,0.573833,0.9254606,0.44979417,0.7184556,0.22971728,0.7387864,0.52841765,0.64905864,0.8608592,0.82755965,0.8543522,0.8048808,0.46294823,0.064999074,0.468818,0.6129524,0.56391466,0.4647362,0.72487175,0.708896,0.742518,0.43101057,0.6120778,1.0
0.47150713,0.5689688,0.793019,0.72534597,0.71161973,0.47935334,0.3077999,0.7368828,0.81738037,0.73868,0.54585534,0.7654887,0.8716366,0.5242728,0.655107,0.25217086,0.3841599,0.81937605,0.59976995,0.5066424,0.3844593,0.7472134,0.71778595,0.74413174,0.84736085,0.5253712,0.54548836,0.8185001,0.5794251,0.16353473,0.78796077,0.52686936,0.6467397,0.67438287,0.46025926,0.48452908,0.6744734,0.66465086,0.7563456,0.11828923,0.6682807,0.80476993,0.71656954,0.53948367,0.7380301,0.54273,0.8555959,0.07093376,0.8201411,0.8625449,0.6845603,0.5383942,0.83693457,0.57762265,0.52415687,0.5710891,0.86746424,0.6670908,0.45039904,0.057979047,0.544766,0.6541763,0.82600576,0.28380716,0.7224221,0.7298113,0.7015835,0.8825629,0.7675619,0.7503116,0.8754406,0.81299543,0.5672292,0.7699301,0.57016367,0.5993757,0.6311304,0.555887,0.9635164,0.70159644,0.6402582,0.1839107,0.8961458,0.17840591,0.46235073,0.55314255,0.8991952,0.6721282,0.77676636,0.5026177,0.05131966,0.24493983,0.6170666,0.72927105,0.70830935,0.55016613,0.83850646,0.8437888,0.58978254,0.4846093,1.0
0.68456286,0.42709345,0.6212712,0.7123434,0.66564727,0.55015695,0.7223474,0.6596256,0.5597738,0.72126555,0.7063191,0.51548487,0.6566347,0.6734385,0.60293067,0.73921216,0.34248453,0.57383484,0.15327567,0.11168358,0.7254354,0.288928,0.119015396,0.7274989,0.530018,0.71059114,0.3417753,0.50902593,0.5850194,0.24237227,0.68371695,0.41300216,0.61876464,0.32856902,0.6672994,0.61906856,0.7145355,0.7799679,0.67638975,0.2964726,0.13731378,0.7261594,0.22547513,0.8112897,0.68730694,0.68718994,0.5188831,0.7813862,0.35793525,0.082902074,0.8466841,0.092871696,0.73693734,0.9614924,0.56314147,0.7164742,0.6251227,0.705999,0.28924397,0.273235,0.5563668,0.7261123,0.6473106,0.5609647,0.7818804,0.73082614,0.68536067,0.62322366,0.666174,0.76078486,0.7154004,0.60642177,0.38040835,0.74328923,0.3743443,0.51495725,0.5350547,0.700915,0.5174094,0.2773275,0.395683,0.9575443,0.8634183,0.8180795,0.59608924,0.22979397,0.5867704,0.08185285,0.6108105,0.6160377,0.9347803,0.9331281,0.21689475,0.09552553,0.62234575,0.64449203,0.6267655,0.6856051,0.82880664,0.26642013,1.0
0.40643188,0.38664857,0.431493,0.57283074,0.48527855,0.47272778,0.15069443,0.4595059,0.47170326,0.68323594,0.79038304,0.72338283,0.62243277,0.5675909,0.2459833,0.33678573,0.45633948,0.88676006,0.72496474,0.53852713,0.46263933,0.49519777,0.86769664,0.7236454,0.71228516,0.23536876,0.091729105,0.7239631,0.67427325,0.3570453,0.6664851,0.34840614,0.60905105,0.7840666,0.28925556,0.42261386,0.67409915,0.84454346,0.81224227,0.36288393,0.49397552,0.9232596,0.62558675,0.5037771,0.813617,0.48681495,0.58689725,0.2930903,0.81602633,0.90524596,0.42850116,0.49057654,0.44290107,0.6003707,0.15576103,0.45499504,0.5675908,0.54708797,0.54463637,0.2380596,0.25990564,0.7756884,0.46801758,0.18900183,0.69037545,0.7586155,0.48886612,0.42521217,0.7114995,0.8654916,0.70047516,0.74601084,0.45825085,0.35822192,0.02153194,0.1898033,0.32925603,0.7261879,0.9029671,0.28224596,0.7613426,0.43846473,0.64874905,0.57059526,0.81838435,0.7334333,0.7264171,0.5452963,0.6402228,0.48158383,0.33488274,0.5665755,0.31792822,0.43076628,0.73552066,0.7114859,0.70195514,0.38367772,0.46453184,0.8010452,0.0
0.59221596,0.337718,0.20992345,0.3206276,0.3538437,0.53581953,0.30104476,0.2210939,0.524452,0.5639513,0.7801521,0.6935517,0.7564956,0.5964923,0.7319262,0.5870476,0.41689262,0.7123145,0.62391037,0.47393018,0.65665793,0.81256723,0.7549442,0.6156262,0.77817875,0.47618455,0.4488395,0.5785317,0.5501121,0.3284328,0.6096188,0.65317523,0.6355857,0.6321357,0.45471233,0.15922427,0.7061579,0.8306376,0.6621239,0.52525705,0.8169802,0.8798409,0.91638017,0.54607725,0.58896834,0.0016477704,0.2135824,0.13944682,0.9089941,0.9000588,0.62279874,0.7402582,0.7499611,0.46190482,0.21302015,0.11887717,0.6306484,0.7927553,0.5966759,0.41784188,0.4648738,0.6108781,0.4745925,0.41565016,0.6710931,0.7508514,0.6182854,0.34181917,0.74823,0.66355985,0.61317444,0.706388,0.5539857,0.5285285,0.20897794,0.096494794,0.4435807,0.68269044,0.28563723,0.23432568,0.8471762,0.356925,0.9010042,0.56762403,0.47034606,0.23021749,0.5703176,0.68308175,0.4344089,0.5245027,0.47608048,0.44440973,0.14324698,0.6223347,0.88187605,0.4392409,0.7208642,0.07491219,0.70615673,0.8585042,1.0
0.8279242,0.51640064,0.81326306,0.38355786,0.8173507,0.48361403,0.4261675,0.7953401,0.8140307,0.7840717,0.5834586,0.6269797,0.6659571,0.19760329,0.34966257,0.4637602,0.5712531,0.11235595,0.68368566,0.29828385,0.58330387,0.6222853,0.12906379,0.25549376,0.51180804,0.7568815,0.654171,0.72328055,0.6148289,0.3337731,0.7521626,0.56391305,0.66546965,0.42563415,0.63643,0.44963384,0.857988,0.7710355,0.3377695,0.53485787,0.8348532,0.84332055,0.5020677,0.16602218,0.6898032,0.42839408,0.57608604,0.5442405,0.78574675,0.3799469,0.45603704,0.6883136,0.3775784,0.45770976,0.56936896,0.44491827,0.8556789,0.8069304,0.53337705,0.40445185,0.52302825,0.7411823,0.89664936,0.46549493,0.7780222,0.7797261,0.7493771,0.6167589,0.3874307,0.16365659,0.77639556,0.7764462,0.5813799,0.6395703,0.55216753,0.34807324,0.6126567,0.043289006,0.61138123,0.58402383,0.751792,0.66472214,0.6968268,0.5107665,0.7644911,0.49710095,0.61055714,0.2764825,0.49018133,0.6183351,0.6760368,0.30810508,0.52387583,0.7389241,0.5803092,0.48266062,0.8614852,0.83830744,0.7505224,0.42164254,1.0
0.59221596,0.337718,0.20992345,0.3206276,0.3538437,0.53581953,0.30104476,0.2210939,0.524452,0.5639513,0.7801521,0.6935517,0.7564956,0.5964923,0.7319262,0.5870476,0.41689262,0.7123145,0.62391037,0.47393018,0.65665793,0.81256723,0.7549442,0.6156262,0.77817875,0.47618455,0.4488395,0.5785317,0.5501121,0.3284328,0.6096188,0.65317523,0.6355857,0.6321357,0.45471233,0.15922427,0.7061579,0.8306376,0.6621239,0.52525705,0.8169802,0.8798409,0.91638017,0.54607725,0.58896834,0.0016477704,0.2135824,0.13944682,0.9089941,0.9000588,0.62279874,0.7402582,0.7499611,0.46190482,0.21302015,0.11887717,0.6306484,0.7927553,0.5966759,0.41784188,0.4648738,0.6108781,0.4745925,0.41565016,0.6710931,0.7508514,0.6182854,0.34181917,0.74823,0.66355985,0.61317444,0.706388,0.5539857,0.5285285,0.20897794,0.096494794,0.4435807,0.68269044,0.28563723,0.23432568,0.8471762,0.356925,0.9010042,0.56762403,0.47034606,0.23021749,0.5703176,0.68308175,0.4344089,0.5245027,0.47608048,0.44440973,0.14324698,0.6223347,0.88187605,0.4392409,0.7208642,0.07491219,0.70615673,0.8585042,1.0
0.52180904,0.39904523,0.7494289,0.8117906,0.738559,0.5127694,0.7287202,0.6616007,0.7214281,0.7680902,0.64122474,0.5683859,0.7470015,0.5720126,0.45240465,0.69738984,0.30946422,0.5060202,0.13379693,0.16278252,0.69274366,0.30080864,0.16947138,0.77425855,0.5747958,0.79397595,0.46446538,0.55789053,0.55267036,0.19106573,0.62319565,0.39158094,0.7003942,0.32906505,0.6929766,0.6668801,0.6683306,0.8072951,0.71891093,0.26391923,0.07001525,0.8315705,0.26443905,0.76732945,0.67675537,0.7995286,0.6130365,0.7268901,0.33781016,0.0725013,0.9513953,0.0,0.64018095,1.0,0.6740952,0.70716584,0.6624102,0.6953059,0.24853815,0.19973084,0.3978043,0.7359464,0.6704116,0.5516548,0.77391624,0.7382944,0.48174775,0.6258942,0.5836594,0.62740195,0.68134654,0.5096492,0.45479763,0.9198426,0.4923518,0.5679084,0.54571193,0.6189909,0.61658704,0.38511202,0.39905432,0.95012033,0.9362551,0.73186827,0.7432759,0.27011922,0.6459255,0.0,0.6383843,0.6915395,0.8576989,0.83069634,0.33088005,0.12433156,0.7286946,0.71701086,0.7068558,0.77682275,0.8294301,0.1674566,0.0
0.8631949,0.4758418,0.33231306,0.0,0.056922555,0.6335752,0.4737621,0.23301202,0.21426907,0.72981286,0.8219558,0.79622424,0.78302896,0.5510881,0.6412957,0.72158754,0.4638582,0.6465486,0.5976099,0.41804016,0.7963398,0.32578418,0.519001,0.6485266,0.8662873,0.19070959,0.6720238,0.88135946,0.24371384,0.5000253,0.9534965,0.7585069,0.584328,0.52672327,0.80687517,0.17415607,0.5323453,0.96843535,0.7130246,0.48543456,0.78901565,1.0,0.7892566,0.61290103,0.2426438,0.06065911,0.15055043,0.9371785,0.9105092,0.7441168,0.4414347,0.67685735,0.52247083,0.38998857,0.44574797,0.3354955,0.5179552,0.8422389,0.486497,0.4276856,0.25211456,0.75830126,0.5266293,0.6912803,0.91840804,0.7499587,0.77455115,0.51211,0.39527154,0.7411178,0.7507272,0.7136266,0.6797687,0.0,0.10536209,0.08121252,0.65299696,0.60337675,0.5897298,0.5358044,0.78739715,0.75737345,0.91524947,0.710829,0.58223045,0.48128748,0.14296257,0.21816015,0.24946958,0.8335073,0.8926058,0.626929,0.07412335,0.39889842,0.8520142,0.3869242,0.8172677,0.4778448,0.5265433,0.5730963,0.0
0.46635503,0.5656896,0.7789171,0.7255104,0.70449376,0.5115613,0.27595305,0.74209374,0.7839881,0.7318502,0.54508835,0.7793702,0.8332413,0.51936054,0.64225155,0.2614815,0.36113498,0.8513256,0.6790645,0.5563096,0.32633376,0.7478794,0.78548235,0.7258503,0.8621787,0.52539873,0.5337715,0.83192515,0.5858421,0.20671478,0.72409654,0.49356747,0.63795316,0.7343237,0.4529422,0.4822176,0.6766939,0.6467271,0.71986645,0.14705408,0.6714419,0.7637221,0.7479884,0.51546323,0.7392973,0.51297724,0.8538371,0.07935774,0.8421803,0.9255611,0.60072315,0.5634071,0.8084072,0.5499436,0.50265014,0.5786836,0.8649504,0.66611373,0.45731068,0.09561312,0.5382223,0.644591,0.81806207,0.26805484,0.7203005,0.72755325,0.73211616,0.875256,0.7701623,0.75235885,0.8415479,0.80957997,0.6014994,0.73915136,0.54901856,0.61159074,0.6272527,0.54077256,0.9678257,0.71828717,0.6593239,0.14859337,0.8803763,0.18060836,0.46053594,0.61567545,0.89002144,0.74412495,0.7951502,0.5121728,0.014693975,0.23623437,0.6439907,0.7444821,0.66236115,0.552683,0.8251307,0.8484194,0.5508747,0.5070944,1.0
0.36083102,0.28207555,0.65702355,0.6560242,0.5283317,0.5559453,0.6534342,0.45009282,0.5618136,0.75697166,0.715886,0.738065,0.4936799,0.5962104,0.5342823,0.74307114,0.39524707,0.7361969,0.822179,0.6973648,0.7483711,0.72090757,0.7454661,0.319753,0.41255745,0.49024713,0.33033928,0.3747305,0.61138296,0.54118556,0.37251863,0.42105693,0.64544624,0.8176906,0.30518624,0.38205597,0.67345285,0.9024182,0.82584834,0.54514563,0.51068497,0.8073442,0.84735966,0.5775554,0.6889306,0.538611,0.49167153,0.60678965,0.52865505,0.62036717,0.6032533,0.51277536,0.546635,0.75851715,0.3934086,0.5254794,0.4063004,0.49796253,0.6695589,0.5487666,0.21386781,0.6778915,0.28321493,0.32717746,0.5106425,0.5532378,0.4406134,0.2611562,0.788057,0.6730705,0.6009713,0.40928483,0.45776868,0.72503024,0.1819056,0.34829685,0.17851862,0.84653413,0.54967827,0.2676641,0.6258145,0.7335901,0.78739995,0.7513021,0.6829555,0.6255045,0.62227166,0.8147203,0.7044015,0.6814249,0.6538585,0.7502471,0.34644645,0.20351446,0.77097625,0.6674964,0.38737735,0.22185677,0.8106186,0.89837706,1.0
