0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,region
0.7491873,0.38064206,0.5169991,0.25251544,0.7525152,0.82571036,0.79789126,0.7005114,0.6550445,0.682761,0.63064945,0.5161732,0.6310496,0.3470382,0.39590517,0.26109648,0.51480496,0.42719847,0.5098949,0.67390007,0.69069195,0.46043894,0.54311657,0.60753936,0.8965737,0.21314922,0.705339,0.6334686,0.8183591,0.6285756,0.38464984,0.6466195,0.6172431,0.87703526,0.5739112,0.67330134,0.31156275,0.8141926,0.73568374,0.40338987,0.23324087,0.5860643,0.8140632,0.47054845,0.5127268,0.5167947,0.45419616,0.3545587,0.302962,0.42817786,0.34921744,0.43078893,0.7305615,0.45254794,0.24495205,0.5656731,0.4284299,0.94083107,0.5960742,0.84706247,0.41224593,0.52811444,0.49973065,0.464243,0.65715724,0.8097981,0.5718398,0.4918025,0.6140221,0.63642687,0.34478784,0.536706,0.5900412,0.517738,0.66282415,0.50955015,0.4822316,0.5528796,0.59441805,0.38825643,0.53740364,0.81086147,0.45155782,0.60870516,0.49789047,0.33038127,0.53985375,0.8398976,0.6942701,0.43391815,0.5294558,0.2919939,0.7749516,0.29702866,0.24391453,0.71810097,0.4149146,0.20409411,0.88478315,0.6376624,1
0.4974335,0.31870487,0.6838114,0.6717618,0.63100374,0.7470821,0.75562316,0.5759722,0.42485163,0.4918759,0.6511202,0.49196684,0.71771497,0.39034402,0.55926025,0.53509223,0.27481028,0.30743885,0.27898568,0.6629543,0.4301689,0.6992132,0.79858875,0.5768353,0.7780183,0.47467607,0.61719537,0.49215445,0.34262368,0.07229602,0.78540623,0.3144755,0.6346568,0.5394998,0.4530845,0.45693696,0.57739943,0.55839956,0.71068525,0.6249022,0.6248663,0.64296055,0.68638146,0.51721203,0.5364638,0.5977863,0.5130646,0.8664869,0.91992456,0.77445436,0.61359143,0.5574038,0.7483823,0.88129085,0.31193995,0.86864173,0.79916,0.73313546,0.83096546,0.59084994,0.42799374,0.7769317,0.53223,0.75880325,0.47077954,0.378411,0.5977765,0.46901894,0.60076785,0.63237107,0.6546278,0.71676826,0.44561985,0.3147671,0.45239893,0.77379894,0.7374537,0.7525092,0.5988402,0.6699407,0.7191363,0.49320617,0.6824964,0.66323066,0.40406185,0.7412841,0.53029305,0.83304507,0.74939996,0.71051276,0.72632307,0.64333075,0.51311976,0.638534,0.17122267,0.7944206,0.34150064,0.49817082,0.67845523,0.46739322,0
0.22775176,0.44530717,0.7762046,0.8737402,0.56725496,0.17299306,0.8283677,0.52219516,0.2077113,0.88035506,0.6567627,0.73440486,0.445666,0.2689919,0.6114986,0.7140384,0.6303733,0.88828766,0.56123877,0.3982547,0.40467831,0.2563999,0.78749794,0.72136265,0.77052224,0.6168352,0.70544744,0.5387772,0.7449704,0.7393821,0.7897962,0.7085959,0.5932491,0.46056452,0.60223264,0.68267196,0.5552497,0.5758544,0.14121366,0.38627315,0.49758998,0.4534937,0.5338796,0.22305614,0.28996265,0.16673803,0.89390117,0.7226099,0.73358923,0.70807886,0.32881618,0.4891373,0.5004165,0.6873486,0.45025444,0.40326983,0.761981,0.93400204,0.53124607,0.8009407,0.5943639,0.2174868,0.20899475,0.8640741,0.7671207,0.4994763,0.6286309,0.5709512,0.44547784,0.6150232,0.51220655,0.80301166,0.69563293,0.3323254,0.49545145,0.41003233,0.6573571,0.4226957,0.15249538,0.69585705,0.8415826,0.71043396,0.47152048,0.71941507,0.29095715,0.6995718,0.70709753,0.38431835,0.2718694,0.48542914,0.6047689,0.5996163,0.5795429,0.7827912,0.48865533,0.69303954,0.42376855,0.2633593,0.060465455,0.4400749,0
0.6544515,0.5489908,0.54589915,0.4786401,0.61946183,0.5510783,0.8267241,0.7087803,0.46188983,0.6890231,0.69888806,0.34760857,0.42454636,0.3838243,0.6063061,0.67229164,0.45756373,0.6700648,0.5539366,0.70376587,0.71705425,0.6878797,0.43423736,0.48757604,0.85441655,0.27338016,0.5456761,0.6407414,0.84946483,0.7463474,0.4614435,0.77608657,0.74863076,0.64592123,0.62544316,0.57095146,0.1945686,0.7604933,0.6950507,0.3999204,0.37087288,0.64179796,0.7549637,0.5182298,0.49919868,0.71870786,0.34810847,0.695491,0.72564626,0.61145145,0.5214645,0.24470755,0.6480887,0.44603476,0.24379721,0.8791948,0.7213248,0.7682624,0.6195919,0.7971207,0.5485758,0.5165194,0.4481516,0.14076126,0.73251593,0.7438007,0.485016,0.3788333,0.525746,0.65539217,0.39999154,0.5267756,0.5005107,0.59876126,0.6737889,0.58892405,0.5697957,0.63729465,0.46535954,0.3228906,0.3879713,0.759444,0.5964244,0.6961416,0.5108082,0.7091054,0.40630138,0.924546,0.74700284,0.6142763,0.6127841,0.45600623,0.79140544,0.30652696,0.31215233,0.7560842,0.61260825,0.39347005,0.7003353,0.6724888,1
0.76999223,0.56242484,0.52077293,0.7689615,0.43551797,0.6570107,0.70080394,0.34839854,0.27583593,0.69434375,0.69795096,0.36375082,0.74454993,0.43624282,0.56737524,0.4904733,0.67276543,0.78777766,0.69725776,0.5768541,0.86136025,0.72739625,0.59456706,0.31672287,0.2793769,0.572,0.8339498,0.53267086,0.3744234,0.45064718,0.34594682,0.7061924,0.6511845,0.43859378,0.24321297,0.16847286,0.86014813,0.7494409,0.6587104,0.58358353,0.6514687,0.681088,0.83346784,0.6827018,0.48190486,0.72171164,0.70490575,0.81096834,0.8230685,0.7778023,0.5892283,0.70655084,0.8139996,0.7427627,0.578525,0.90587026,0.5855463,0.782536,0.53350836,0.57102656,0.73320603,0.6913599,0.513096,0.7493065,0.6396942,0.50523674,0.3335275,0.48486772,0.69629407,0.48777503,0.4633359,0.8075942,0.45435026,0.5658056,0.7847518,0.4561439,0.6502636,0.75648814,0.44156635,0.6818109,0.85836124,0.5883883,0.57280314,0.48839045,0.19866322,0.69135535,0.51045525,0.85698134,0.6995122,0.64214545,0.7097537,0.535636,0.53497064,0.13242665,0.51224124,0.8998298,0.46475628,0.49553597,0.7206011,0.6673407,1
0.2549054,0.4431407,0.72899497,0.8050225,0.5167391,0.25264594,0.77825403,0.90976,0.20012563,0.6698227,0.73249185,0.72246987,0.43494195,0.27365094,0.36957955,0.53625846,0.62205404,0.9038452,0.6683205,0.253307,0.56076086,0.47115445,0.7682545,0.7039193,0.81649846,0.38857877,0.8063729,0.49331015,0.8834563,0.7418691,0.67444766,0.70218873,0.51385564,0.45899877,0.58277345,0.6923811,0.52956355,0.51242906,0.39186084,0.47537094,0.62284225,0.51385295,0.90301716,0.1980347,0.0065105557,0.3153589,0.79866344,0.8279246,0.67342806,0.69893664,0.39815876,0.6742032,0.4307651,0.46620744,0.4244624,0.522323,0.6469036,0.9236963,0.75125414,0.91164327,0.39541906,0.7992505,0.25805998,0.62481993,0.5935235,0.2312476,0.67481995,0.44821826,0.29328838,0.34081116,0.77553064,0.6974419,0.85379565,0.6038107,0.69880193,0.7250764,0.62242275,0.6892047,0.39410174,0.71864545,0.9193066,0.3738841,0.48343074,0.6564603,0.19005194,0.53753865,0.8674346,0.6871386,0.14378113,0.1749996,0.77007985,0.6296475,0.75693995,0.640959,0.25927794,0.5896553,0.37380898,0.10402542,0.13817883,0.7048683,0
0.7561396,0.5693424,0.5515421,0.79202867,0.43285966,0.6413245,0.6959653,0.35381788,0.2640007,0.7199813,0.6864254,0.33320272,0.7362641,0.4117585,0.56170744,0.47944066,0.72284675,0.7717303,0.6964672,0.5828998,0.87970334,0.7379768,0.5932017,0.31236005,0.27429077,0.5553691,0.8189089,0.5244043,0.4057839,0.48798963,0.37846422,0.67887384,0.69267714,0.44846565,0.23686716,0.1959266,0.8311237,0.7579201,0.66367507,0.5636082,0.6364903,0.67189306,0.8603482,0.6168766,0.48863962,0.70422333,0.71667975,0.8416374,0.8712884,0.76952225,0.5815824,0.7030376,0.83240664,0.764412,0.5688967,0.91242176,0.59007245,0.79071546,0.5325731,0.5668215,0.7101601,0.71632946,0.505356,0.68909377,0.62434953,0.4780334,0.3572311,0.4505871,0.67669713,0.4898567,0.47247356,0.7784288,0.46275693,0.5827717,0.7658151,0.5077116,0.65732914,0.7816963,0.4312207,0.6300063,0.84082675,0.5700254,0.56925505,0.5110534,0.20936525,0.7002121,0.5518596,0.8572527,0.7157185,0.65425515,0.7738756,0.53376436,0.53013957,0.1021857,0.49527025,0.9135509,0.4639575,0.55889124,0.7405659,0.6701571,0
0.4765793,0.5765243,0.66330767,0.8107221,0.57170665,0.3916082,0.7536161,0.8982254,0.3055187,0.7040985,0.68907285,0.5355767,0.17854828,0.4731447,0.5781182,0.63140804,0.7059778,0.8467006,0.7259319,0.42895448,0.8374217,0.7315923,0.71661144,0.5608692,0.6314299,0.25719276,0.5676259,0.5816176,0.8356911,0.81733817,0.65673184,0.7485525,0.6244958,0.6892657,0.6140017,0.6696321,0.6996846,0.73533547,0.68953985,0.44782004,0.50208324,0.18837386,0.7722086,0.44205794,0.12067738,0.49527872,0.6521359,0.8312918,0.81325656,0.7830307,0.4348277,0.3927145,0.64180434,0.58589,0.40992093,0.7838969,0.2604949,0.84910196,0.84767175,0.77956903,0.49157858,0.8024299,0.3030057,0.28893653,0.21585995,0.14114806,0.67146736,0.45890912,0.37668806,0.078837514,0.8605363,0.83695984,0.7876005,0.49612826,0.742863,0.81447124,0.665228,0.76085687,0.4381937,0.6261312,0.82712966,0.036206603,0.22675934,0.9159252,0.43007421,0.7553804,0.77115905,0.6777073,0.34665877,0.2611941,0.63189816,0.73283386,0.7477869,0.5770118,0.21446468,0.6857059,0.24394484,0.2872765,0.46422952,0.6746146,0
0.40501258,0.33804852,0.67263615,0.7461354,0.5784354,0.5438116,0.84806937,0.65816087,0.30433166,0.7266349,0.61419517,0.5128815,0.4272541,0.13118464,0.64391893,0.6900656,0.50745577,0.8958447,0.5503071,0.60129195,0.37227726,0.35681656,0.7432592,0.608686,0.81544936,0.41220364,0.7428557,0.5781778,0.8299809,0.4860184,0.5236531,0.6704543,0.32426,0.23119897,0.5868857,0.5565059,0.4443605,0.49989015,0.2394771,0.38092726,0.611983,0.62930596,0.8505372,0.19819245,0.2957471,0.75875,0.5957705,0.8171692,0.7435164,0.6659839,0.5531479,0.68787146,0.4883934,0.58264786,0.22363818,0.6701405,0.85888416,0.82680696,0.73062545,0.81883264,0.46749145,0.6735185,0.5287987,0.5565872,0.6418525,0.67227346,0.5305134,0.348022,0.4898644,0.6896236,0.41651943,0.6784204,0.61880714,0.6079211,0.6396971,0.5806645,0.6858599,0.63098365,0.5397343,0.63938236,0.6661288,0.71535844,0.6305322,0.51270545,0.185099,0.6947023,0.5168983,0.70699483,0.59647423,0.6477865,0.76843745,0.5625737,0.7532255,0.55301464,0.37466556,0.69140536,0.46949247,0.4943906,0.45506507,0.61390454,0
0.6308208,0.4819901,0.6302572,0.6324661,0.45796013,0.49357414,0.83530414,0.5440519,0.35920843,0.7668996,0.624629,0.21010917,0.55406237,0.2795971,0.66067785,0.579232,0.5759622,0.70723546,0.54296756,0.6222938,0.77333283,0.60866344,0.4457876,0.48417914,0.57347417,0.22185229,0.62202233,0.6644228,0.680854,0.5406815,0.3189594,0.74947166,0.65113086,0.5946355,0.44054395,0.36663494,0.3885743,0.71043676,0.64998233,0.4309923,0.43461764,0.7234116,0.9618289,0.31386408,0.36314666,0.7082554,0.27029777,0.7344525,0.7611779,0.6596011,0.46114033,0.38736033,0.7142644,0.5712426,0.19193563,0.83669174,0.75194824,0.826407,0.43322578,0.7577224,0.5666276,0.589866,0.52139956,0.13185483,0.60759455,0.7412697,0.4471814,0.38320115,0.52921516,0.58849096,0.29331273,0.5060617,0.6297626,0.6864682,0.6605238,0.6332504,0.62812126,0.69474906,0.4876145,0.37430304,0.46046636,0.7364147,0.653723,0.6954916,0.26610622,0.7234288,0.5089019,0.86842126,0.8210396,0.65307826,0.7284218,0.43541366,0.67154896,0.06960064,0.34033862,0.85483724,0.5769282,0.5341523,0.683497,0.75295514,0
0.3772939,0.42391557,0.69529915,0.73742527,0.7401832,0.75315547,0.7684122,0.6977345,0.2681562,0.78007805,0.6064781,0.57704735,0.45306772,0.10106447,0.56234026,0.7003662,0.44610992,0.64943594,0.4904157,0.52904993,0.38032064,0.27919632,0.75764644,0.6570044,0.83497334,0.482947,0.60910755,0.37867403,0.74955815,0.5266223,0.82271445,0.4935301,0.46338686,0.21941641,0.60623467,0.63267934,0.4586941,0.5397577,0.24874854,0.45315236,0.6608898,0.5112527,0.6227636,0.24767718,0.37887967,0.6274531,0.83369607,0.85943615,0.9362426,0.6973739,0.5049181,0.7524439,0.55254734,0.7442933,0.37275997,0.6873389,0.8554231,0.8490976,0.8041926,0.79359424,0.4834764,0.6869838,0.46385887,0.8022264,0.5964589,0.5231723,0.69056183,0.272675,0.5167332,0.68713796,0.61381507,0.6464647,0.58405304,0.5887805,0.5535315,0.7083306,0.7404673,0.65741694,0.49268353,0.6833298,0.76967907,0.5607023,0.6121703,0.39363307,0.17703664,0.7672079,0.52067274,0.63576245,0.616177,0.67017967,0.83419824,0.57040775,0.6389327,0.76466477,0.4276285,0.6202006,0.43994933,0.634779,0.51205695,0.5327612,0
0.1559223,0.42201567,0.771473,0.80901,0.51346606,0.16401267,0.78997695,0.8654121,0.098024994,0.63498414,0.6956393,0.6943604,0.5973802,0.22950941,0.36131346,0.6938431,0.51946807,0.77830887,0.5443303,0.27697137,0.4075315,0.49736947,0.7662194,0.68918484,0.9012255,0.50544786,0.7774911,0.34357217,0.7997567,0.64286244,0.7977551,0.5411647,0.65505457,0.31585932,0.54584974,0.5729875,0.3433164,0.40108672,0.36914116,0.49818528,0.7058376,0.62945145,0.70921403,0.23966596,0.12393594,0.29096997,0.8301568,0.9543391,0.8862995,0.7995543,0.50177234,0.6695295,0.39422932,0.5155431,0.4520935,0.5926112,1.0,0.8640684,0.76620305,0.82387555,0.3558324,0.7724182,0.22286062,0.79470015,0.8153985,0.20266896,0.6113162,0.4074102,0.32535788,0.4820922,0.79837847,0.6461236,0.73899865,0.54012454,0.6001333,0.75047123,0.69998926,0.6634744,0.3158454,0.6987676,0.8897117,0.48123682,0.6816383,0.55348456,0.2195364,0.7347534,0.79179275,0.693134,0.18321407,0.31977865,0.8149413,0.67196554,0.7001255,0.7711557,0.3069727,0.62994874,0.52211976,0.17280918,0.0,0.65711755,0
