feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
UniRef90_A0A078Q9Z0	condition	CRC	0.840631783864152	0.295105328357407	234	62	0.00478723490354239	0.0196768381489098
UniRef90_A0A0K6BW82	condition	CRC	0.766127783062742	0.268964940233916	234	71	0.00478810425200305	0.0196790095690986
UniRef90_A0A0D8J3S1	condition	CRC	0.386443962038605	0.135603020285964	234	30	0.00478871443509178	0.0196801155915097
UniRef90_A0A174LMT0	condition	CRC	0.514590087020782	0.180539687260587	234	45	0.00479138158724805	0.0196896743525541
UniRef90_A0A149NQA8	condition	CRC	0.794835218032923	0.279072498632155	234	96	0.00479243993036821	0.019692620992896
UniRef90_A0A174DQ05	condition	CRC	-0.29208197586555	0.102553768785347	234	39	0.00479391990838203	0.0196972996306803
UniRef90_A0A0D8J1L8	condition	CRC	0.487162262564058	0.171047398290005	234	38	0.00479444339426479	0.0196980478388691
UniRef90_A0A075MBC1	condition	CRC	0.627461973290681	0.220322147174845	234	45	0.00479537857821163	0.019700487288203
UniRef90_A0A078SCY0	condition	CRC	0.347893231024517	0.122159828033802	234	24	0.00479650200351988	0.0197029764587353
UniRef90_A0A1C5ZJ95	condition	CRC	-0.363008656302191	0.127451698932756	234	48	0.00479666742315174	0.0197029764587353
UniRef90_A0A174GNG8	condition	CRC	-0.585411156348354	0.20557096236913	234	103	0.00479869899465632	0.0197085153385771
UniRef90_A0A1D7PRE5	condition	CRC	0.360965669959519	0.126703509866295	234	31	0.0047986413127956	0.0197085153385771
UniRef90_A0A174M6F1	condition	CRC	0.591904962143656	0.207852395446599	234	139	0.00479943107826102	0.0197087163344716
UniRef90_A0A174PBT9	condition	CRC	-0.516957246411462	0.181536599223186	234	98	0.00479912538793435	0.0197087163344716
UniRef90_A0A174NNA0	condition	CRC	-0.453726509831598	0.159335572936137	234	80	0.00480019593529984	0.0197104544169371
UniRef90_A0A0E2T1K0	condition	CRC	0.75455691328026	0.264995958955563	234	74	0.00480268279981197	0.0197186597220195
UniRef90_A0A192CFD9	condition	CRC	0.469427707804234	0.164858935571086	234	34	0.00480287770768218	0.0197186597220195
UniRef90_A0A0K6BTB1	condition	CRC	0.76017810643615	0.266976586119796	234	91	0.00480369257452126	0.0197191990288757
UniRef90_A0A174Y5G7	condition	CRC	0.328588468966096	0.115378193528541	234	30	0.00480340005879107	0.0197191990288757
UniRef90_A0A0M6WSL1	condition	CRC	-0.709096181454456	0.249036910400197	234	133	0.00480410477889051	0.0197194882081513
UniRef90_A0A174HKH5	condition	CRC	0.659540646121877	0.231656660551449	234	39	0.00480805530470212	0.0197343001195983
UniRef90_A0A173WB98	condition	CRC	-0.522695519668001	0.183593503166512	234	107	0.00480889245380721	0.01973633221315
UniRef90_A0A173VS24	condition	CRC	0.626397290490842	0.22002184745319	234	93	0.00480933357491135	0.0197367387818197
UniRef90_A0A174S9G9	condition	CRC	0.633023519726487	0.222351992782421	234	107	0.00480975194844337	0.0197370519468873
UniRef90_A0A174Q027	condition	CRC	0.636061446299072	0.223433176747559	234	139	0.00481294844400047	0.0197487644160736
UniRef90_A0A0D8J2D7	condition	CRC	0.457820257001656	0.160808504579911	234	40	0.00481335300232091	0.0197490199981453
UniRef90_A0A0C3MBW9	condition	CRC	0.354873050345063	0.124466842684853	234	47	0.0048145544536913	0.0197525449358638
UniRef90_A0A173V181	condition	CRC	-0.733172327386461	0.257565620691153	234	130	0.00481559258865622	0.0197553701935791
UniRef90_A0A174GHA5	condition	CRC	0.556927643100857	0.195591304093047	234	48	0.00481592785342952	0.0197553701935791
UniRef90_A0A015S228	condition	CRC	0.687019233109755	0.241362438687992	234	67	0.00481736877564239	0.0197584715918799
UniRef90_A0A174XLZ0	condition	CRC	0.434872600434968	0.152777061948809	234	55	0.00481732223280833	0.0197584715918799
UniRef90_A0A173WXE2	condition	CRC	0.457962120328036	0.160816284197512	234	50	0.00481844501276608	0.019758672250487
UniRef90_A0A174PD71	condition	CRC	0.545459422260622	0.191613232092523	234	46	0.00481821860410534	0.019758672250487
UniRef90_A0A1C5YNW1	condition	CRC	-0.36596744062735	0.128527057082349	234	44	0.00481843777572832	0.019758672250487
UniRef90_A0A173V1K1	condition	CRC	0.515613903582968	0.181165124837597	234	64	0.00482266110104292	0.0197745555379603
UniRef90_A0A174PS65	condition	CRC	-0.498363330812232	0.175111320179513	234	85	0.00482388653450285	0.019778174734656
UniRef90_A0A173ZET3	condition	CRC	-0.449277926642035	0.157865431822511	234	75	0.00482459794278677	0.0197796860379989
UniRef90_A0A174BTC7	condition	CRC	0.459218297936201	0.161354305134907	234	42	0.00482558869391432	0.0197823422834001
UniRef90_A0A0P0F2N4	condition	CRC	0.416745030929363	0.146424786732412	234	31	0.00482610254487945	0.0197830432537329
UniRef90_A0A174QT05	condition	CRC	-0.440160753901354	0.154679630201734	234	74	0.00482957306447542	0.0197958631683052
