0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,region,seq_tool,condition
0.5142788,0.381864,0.37411964,0.33511344,0.5304737,0.68565035,0.6063763,0.57982117,0.4385458,0.49000823,0.27795103,0.39910626,0.49763027,0.24452332,0.38740724,0.6424432,0.49995765,0.7534738,0.7366327,0.633584,0.32408333,0.6871403,0.22090873,0.33195406,0.42127195,0.2987786,0.719782,0.41401,0.6262129,0.64557517,0.2131556,0.8071077,0.47675264,0.5332574,0.20893708,0.113191605,0.45256463,0.5669934,0.7678305,0.50664544,0.64170486,0.31186587,0.51058793,0.7752649,0.49391457,0.8589466,0.53035057,0.807438,0.56073034,0.6990793,0.09899539,0.71850884,0.64610356,0.5125165,0.6739794,0.8920795,0.5830486,0.6634923,0.65873796,0.7151953,0.68518835,0.69692296,0.5736827,0.7628921,0.81316626,0.55909526,0.1358268,0.5703854,0.82061386,0.60402167,0.4667318,0.8738181,0.47240418,0.55362993,0.812137,0.13031352,0.6746429,0.90882915,0.54973334,0.62917966,0.7517522,0.6397671,0.49528682,0.0,0.05499345,0.7814373,0.6990575,0.7112785,0.5702097,0.78570414,0.20821095,0.699999,0.5939808,0.29142943,0.9150838,0.59262216,0.64019483,0.19159618,0.623639,0.26337513,0,0.0,1
0.506736,0.37295043,0.64760613,0.4907828,0.48232847,0.7689315,0.49573025,0.36189792,0.35033387,0.58178383,0.650063,0.3165684,0.7046772,0.24696143,0.3924278,0.5389055,0.57660174,0.58180475,0.47424638,0.5355544,0.43873808,0.7457897,0.6555941,0.40619886,0.387651,0.3172766,0.73400784,0.40252835,0.40763968,0.13855886,0.32553956,0.49204975,0.38566655,0.535499,0.21147284,0.22577795,0.7944497,0.54109865,0.60529536,0.62752974,0.68472797,0.77484816,0.85908824,0.50640273,0.53189856,0.7179293,0.4494022,0.8468708,0.9169253,0.6445509,0.3667587,0.75102866,0.69374865,0.8815219,0.48236758,0.7320212,0.74051684,0.5798754,0.48335564,0.54355145,0.532669,0.7569601,0.56677496,0.6659159,0.57246566,0.6143111,0.39843544,0.4669773,0.7467208,0.59970814,0.3415055,0.77673113,0.5864457,0.40570515,0.62439346,0.5638552,0.63645184,0.81451565,0.73919517,0.65557283,0.7974231,0.6469412,0.71646357,0.5067908,0.1352759,0.70852685,0.82194984,0.6406286,0.722031,0.7210027,0.709894,0.609273,0.33664805,0.22377938,0.50685257,0.8939468,0.39890867,0.5171565,0.59181136,0.47957453,0,0.0,1
0.6171669,0.49705487,0.6026216,0.5548259,0.4683962,0.73464346,0.5187724,0.22248083,0.3410848,0.57245344,0.70761657,0.32683283,0.6342359,0.39834848,0.48459512,0.52436364,0.61655647,0.7007612,0.52308416,0.552745,0.68380165,0.75593036,0.48804417,0.35521394,0.36854976,0.37954086,0.8461289,0.4495415,0.39057577,0.30045825,0.31439063,0.64361507,0.4785209,0.60580575,0.17956641,0.21059126,0.81459177,0.6912277,0.67436147,0.64324945,0.6226055,0.6986723,0.74232167,0.64084405,0.5780321,0.5890583,0.48485923,0.76726425,0.8809626,0.61591244,0.37674809,0.61604774,0.8219692,0.81810284,0.5712756,0.78547835,0.60803026,0.6506308,0.41109753,0.48843375,0.68742055,0.6066321,0.46205357,0.72335905,0.72611564,0.56062716,0.31757873,0.57911605,0.76487905,0.5477232,0.34295076,0.7991245,0.5630658,0.347973,0.6984351,0.41470194,0.62585694,0.7450375,0.47665292,0.6205863,0.8633707,0.65711915,0.5588204,0.51782763,0.197606,0.69066197,0.7378705,0.5893687,0.68848574,0.65515745,0.60773706,0.51525694,0.35409817,0.08289155,0.5607711,0.8761608,0.45076036,0.47102734,0.6452611,0.4616437,1,1.0,0
0.7247541,0.42007363,0.5942454,0.47689214,0.7890178,0.69544214,0.24179587,0.3677786,0.6869857,0.68811995,0.7850585,0.68449545,0.7578514,0.33374563,0.0,0.17970759,0.88564456,0.47270918,0.5106631,0.6016046,0.6674606,0.445722,0.8343444,0.44364366,0.7157437,0.39470857,0.682665,0.5723204,0.7173061,0.44403288,0.2710012,0.6407194,0.6356169,0.7942506,0.5902641,0.73939514,0.7365808,0.79164046,0.61536795,0.6925421,0.436796,0.7617776,0.8329715,0.6137979,0.57491136,0.086229265,0.6091794,0.45966405,0.5726242,0.32404515,0.30565333,0.84672415,0.759086,0.97766656,0.625492,0.29801077,0.22426385,0.72712225,0.56356376,0.6381652,0.4096374,0.63544995,0.48255494,0.72574264,0.4782759,0.8155952,0.7484056,0.6289083,0.736069,0.63502276,0.34479916,0.65742403,0.7573677,0.13234267,0.29969814,0.50154096,0.23852026,0.4283426,0.68234104,0.48962167,0.86780846,0.88877773,0.15533769,0.62834895,0.26960036,0.07562107,0.7893859,0.43522725,0.5452802,0.26780346,0.56913257,0.3673912,0.48256078,0.696594,0.37032965,0.7549994,0.2903071,0.5459394,0.6946857,0.47167614,0,1.0,0
0.3817547,0.31232083,0.65354866,0.40075943,0.63378173,0.9236085,0.5536738,0.4228196,0.5993944,0.42561233,0.6101966,0.3607027,0.7592764,0.39488253,0.3796876,0.4576531,0.3183857,0.31561732,0.29324237,0.66233027,0.50542164,0.7440927,0.78197515,0.46374288,0.8489529,0.30370423,0.5809219,0.41882128,0.44719803,0.0356887,0.5632397,0.27585903,0.5077078,0.764529,0.33912188,0.43541026,0.5792637,0.5922784,0.7662675,0.6736703,0.5708438,0.84873235,0.80166113,0.55861366,0.605532,0.54136795,0.37072146,0.7790985,0.8774547,0.41918147,0.57651514,0.5884714,0.7829447,0.78859925,0.3509312,0.78816843,0.84989107,0.47188884,0.6944497,0.6319058,0.3949997,0.7220352,0.47903946,0.55550873,0.52127975,0.65928954,0.5970883,0.5630308,0.6295933,0.67477965,0.43770316,0.5803122,0.49874395,0.26574048,0.55562764,0.864349,0.66602653,0.87773174,0.81973445,0.5414647,0.7006173,0.64990175,0.7370254,0.69016445,0.37962484,0.685764,0.7730608,0.83312947,0.80513436,0.7208831,0.72742796,0.6258518,0.40699798,0.555817,0.1779119,0.73600364,0.32860976,0.45357853,0.5363726,0.39079976,0,0.0,1
0.23905998,0.201644,0.74883753,0.51074743,0.6308388,0.7782645,0.53537965,0.49042585,0.42777705,0.4144464,0.51538986,0.50248796,0.58629876,0.18284546,0.51461136,0.6839938,0.4386453,0.5119244,0.31737578,0.62027925,0.14676541,0.5648863,1.0,0.45284048,0.7037434,0.29445243,0.7004473,0.44397017,0.53198695,0.014331162,0.5906781,0.31481457,0.30430323,0.4957763,0.2838797,0.29764324,0.5968897,0.30161473,0.52405524,0.5272942,0.71580195,0.7588067,0.7682741,0.44965333,0.47245264,0.7295179,0.40023452,0.87676936,0.9309416,0.5911243,0.41875795,0.77872145,0.5546764,0.7897798,0.32260728,0.69464135,0.9062097,0.54454565,0.6968977,0.65574473,0.45056188,0.75762796,0.6166489,0.6318906,0.63122374,0.633306,0.48753005,0.53911674,0.73139405,0.7348826,0.432627,0.79701567,0.5696893,0.21230203,0.5437792,0.66449994,0.764552,0.8267972,0.827655,0.62032753,0.74675196,0.6619576,0.7320058,0.5697834,0.22645852,0.7312642,0.8749891,0.5760452,0.69941163,0.7955992,0.65732795,0.71962756,0.3682623,0.69660026,0.28541708,0.7955749,0.2925102,0.44968855,0.44609764,0.30875266,0,0.0,0
0.44648913,0.3043003,0.6488713,0.1502257,0.6325901,0.74942696,0.5946065,0.3115288,0.6148281,0.43407023,0.4447483,0.32538015,0.63561267,0.37924358,0.45814237,0.43025964,0.44711792,0.31057703,0.32666793,0.7466427,0.27727938,0.7766622,0.60282576,0.36711934,0.62105167,0.2723872,0.7619713,0.4701776,0.3942788,0.11153525,0.2899958,0.42636567,0.5682859,0.8726373,0.26991075,0.20488295,0.45922387,0.5474065,0.9254713,0.62321615,0.47070038,0.547092,0.55423284,0.6471114,0.6941886,0.36110628,0.1587733,0.7274312,0.7277383,0.54217684,0.12735781,0.46202102,0.81265295,0.72415537,0.26625842,0.7482839,0.56055355,0.58632636,0.52423203,0.42493895,0.50191593,0.48306173,0.44628245,0.6128375,0.7701946,0.5968975,0.33923483,0.6762829,0.7816681,0.71992123,0.38378677,0.7570981,0.6100942,0.19710079,0.52259314,0.392843,0.71421015,0.7220169,0.6359066,0.4713282,0.6833781,0.7667972,0.5588412,0.5245253,0.41904396,0.70612806,0.783771,0.57587343,0.66782194,0.7219497,0.31410864,0.49965,0.40658545,0.37395316,0.39695427,0.7346038,0.4081147,0.28897005,0.60415566,0.31623334,1,1.0,0
0.90180135,0.5246625,0.74202347,0.6368572,0.6262542,0.22592008,0.5792824,0.45542085,0.0,0.82348657,1.0000001,0.3780203,0.35649052,0.52169377,0.08493355,0.6728017,0.72374856,0.84628713,0.556256,0.4429917,0.7944146,0.46904284,0.7492903,0.50539625,0.9458629,0.39037168,1.0,0.0,0.72813493,1.0,0.35425338,0.6645249,1.0,0.35905015,0.5733568,0.5707242,0.5456497,0.51399684,0.6177419,0.8087448,0.7100866,0.707277,0.7366232,0.77832663,0.5130482,0.8482824,0.63288,0.7497368,1.0,0.74605703,0.6104918,0.6487533,0.5357723,0.77752745,0.7236114,0.54278934,0.923772,0.0,0.43288073,0.43570682,0.73846483,0.76623386,0.58955824,0.35128093,0.77467364,0.6949398,0.99999994,0.5590034,0.44450998,0.25990686,0.6628984,0.607163,0.25780722,0.051519245,0.5643235,0.63000137,0.69631153,0.5068759,0.08700445,0.0,0.7941045,0.75355303,0.0,0.5202892,0.33029547,0.36984152,0.0,0.53551614,0.8560926,0.5519025,0.57525414,0.58045423,0.6634792,0.88777226,0.7529516,0.44105512,0.53444034,0.6577781,0.34599504,0.2925586,0,0.0,1
0.4177705,0.06624246,0.595868,0.19805181,0.62268865,0.7515618,0.6350532,0.48115274,0.47083127,0.33995736,0.04280132,0.493747,0.49797255,0.17269374,0.46154353,0.56681955,0.35811803,0.63200617,0.5827988,0.68865055,0.0,0.6909942,0.65533906,0.34761983,0.43593186,0.12153603,0.7783739,0.5674619,0.5680963,0.2246274,0.06395286,0.5518027,0.40716755,0.5802028,0.28426093,0.04844469,0.47800064,0.36930105,0.77075666,0.49133778,0.6767513,0.29902413,0.5841135,0.7112769,0.5289528,0.7613422,0.34108785,0.8969515,0.55212444,0.75535834,0.20252639,0.80018497,0.67764604,0.5106159,0.3707413,0.8041283,0.68327683,0.65566266,0.75959855,0.65489286,0.58989,0.77892685,0.7277458,0.740129,0.8918198,0.58349967,0.2310231,0.6688844,0.7943052,0.68132865,0.29363447,0.9129425,0.62424344,0.39510953,0.6950659,0.0,0.8641875,0.9740473,0.8600062,0.623126,0.71506214,0.72359246,0.47180295,0.05183673,0.099637836,0.8750498,0.821346,0.6237772,0.5993394,0.92145896,0.15387875,0.83327353,0.5270019,0.5127808,0.6246447,0.62134266,0.4140361,0.11136544,0.5233183,0.19664106,0,0.0,0
0.65591466,0.43626952,0.5549186,0.29399285,0.81708467,0.84946084,0.55303854,0.5759962,0.87763774,0.5289972,0.527609,0.47611356,0.54683155,0.29417264,0.3102404,0.2782856,0.5513165,0.46690008,0.5141876,0.75437534,0.7072071,0.42745817,0.42107308,0.41727987,0.9308357,0.21119915,0.7111678,0.58901584,0.8182549,0.53209764,0.30325767,0.74317175,0.51602995,0.89814365,0.5191387,0.5820814,0.31712493,0.79797024,0.73432696,0.3321109,0.26569313,0.6438497,0.80372006,0.3645136,0.59883356,0.41772342,0.36893457,0.33617198,0.36764994,0.067738146,0.28030747,0.31515342,0.758874,0.44705713,0.2331183,0.52725434,0.43863747,0.7719512,0.5769219,0.8994297,0.43481487,0.56466043,0.52152985,0.5242153,0.70769835,0.82621735,0.5430535,0.57678145,0.7254531,0.5599362,0.26067618,0.45040584,0.66099447,0.44568285,0.6792147,0.5391042,0.3849948,0.6580815,0.6558046,0.38228112,0.5346576,0.8429037,0.39697236,0.50386035,0.4974228,0.2848617,0.71447706,0.8028754,0.57803094,0.5029935,0.5828547,0.3652304,0.7351464,0.5755886,0.38746262,0.6004795,0.45150918,0.2987898,0.6763742,0.523236,1,1.0,1
