0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,region,seq_tool,condition
0.37648183,0.34969327,0.64255905,0.42426765,0.6368721,0.90309864,0.52700746,0.4682365,0.51752,0.42609987,0.6353893,0.4569697,0.673794,0.36471033,0.39288223,0.54367846,0.38693297,0.38929552,0.3006602,0.6395893,0.46287754,0.7274361,0.80465484,0.44775176,0.78511757,0.33296508,0.5278257,0.3691489,0.43065545,0.059506774,0.69973075,0.28683847,0.4488809,0.65256304,0.34137022,0.4288637,0.62988436,0.53929955,0.6956152,0.6377811,0.6762217,0.74752206,0.6740102,0.5779699,0.6121192,0.59585303,0.4410117,0.81773365,0.9992018,0.5589945,0.53299326,0.63021535,0.74010295,0.8392368,0.41201556,0.79865116,0.818552,0.44877046,0.7360543,0.6001357,0.4616169,0.74520004,0.46774432,0.59772646,0.54462314,0.5482031,0.60390943,0.55605215,0.6894824,0.61844707,0.5066279,0.71978414,0.4691682,0.23789886,0.5826535,0.8366711,0.69304144,0.89188695,0.7573605,0.6468681,0.76126695,0.54412174,0.6769624,0.6404189,0.38053715,0.70616937,0.76476276,0.7295578,0.73333544,0.7383274,0.7184805,0.6837039,0.3896969,0.60576195,0.28848368,0.74874026,0.2964539,0.48334935,0.54778945,0.31360537,0,0.0,0
0.56926745,0.5460203,0.48699397,0.49633378,0.6081859,0.649173,0.65364116,0.6087656,0.57698137,0.5499634,0.712519,0.2456891,0.3791498,0.34339777,0.5511625,0.6794148,0.47910067,0.6299344,0.53175586,0.756883,0.6706554,0.58921593,0.39093363,0.34459788,0.88489896,0.23835993,0.4935367,0.5756288,0.783336,0.6626758,0.4534732,0.8271815,0.5294788,0.64816976,0.5851624,0.4850047,0.22242454,0.7548286,0.6547875,0.30471772,0.40886635,0.74869937,0.6968884,0.5078343,0.54231256,0.75977415,0.30878732,0.61489075,0.70645547,0.36652458,0.42589056,0.1156967,0.6120966,0.4521314,0.25560203,0.8363118,0.78304726,0.56648654,0.54533124,0.81904995,0.5702636,0.5327463,0.41689155,0.2608221,0.741412,0.77087015,0.4037202,0.45132816,0.64698106,0.6637742,0.36660868,0.47447336,0.5399427,0.5516385,0.7147258,0.6113658,0.50876796,0.7209198,0.49923116,0.33981812,0.41225287,0.7643988,0.7069434,0.5760955,0.46935818,0.6829852,0.5368613,0.9070067,0.75276875,0.6771226,0.57575035,0.50296354,0.6877156,0.49081656,0.37776408,0.61683756,0.6352327,0.36538056,0.5669066,0.51668185,1,1.0,1
0.6837456,0.54317266,0.5362206,0.6527668,0.4228425,0.7567578,0.5052949,0.2959276,0.3165009,0.57671416,0.8111706,0.32224596,0.6213136,0.37406114,0.4653567,0.5291413,0.647183,0.8162175,0.6648317,0.5156634,0.77202046,0.7633735,0.37061754,0.33356735,0.33127168,0.39190415,0.8147056,0.47369066,0.4420874,0.45702487,0.29064417,0.74997133,0.45735443,0.5247576,0.17843506,0.22453168,0.84931076,0.74204147,0.62500256,0.58918065,0.66948503,0.74589133,0.82080203,0.681261,0.5257172,0.8090057,0.607067,0.78574854,0.84191275,0.60368574,0.46480364,0.64314413,0.77150565,0.7523801,0.66351837,0.81852114,0.61085624,0.6271302,0.43487474,0.5919798,0.74258465,0.7091519,0.5239167,0.7469952,0.69392186,0.5617116,0.30030787,0.5272074,0.7699016,0.45544896,0.34199417,0.78671545,0.5291377,0.5118109,0.8053706,0.39393434,0.5521032,0.8143793,0.5093509,0.65658313,0.84168047,0.61054677,0.5893947,0.43775678,0.14574094,0.6503569,0.7051984,0.6992802,0.68036515,0.6441875,0.6976203,0.5653718,0.42425734,6.017089e-05,0.67359924,0.8567103,0.50549316,0.4933534,0.6923603,0.52050424,1,1.0,0
0.399194,0.568905,0.7187771,0.6689227,0.6363699,0.5509392,0.5837372,0.94749546,0.41650492,0.545592,0.7759774,0.5398554,0.25774446,0.34338745,0.52942204,0.6541507,0.8114332,0.814504,0.6816469,0.36479214,0.80955493,0.7678958,0.585618,0.42469475,0.6164013,0.16460928,0.21095756,0.39486507,0.8201651,0.7803339,0.5954453,0.856825,0.41157556,0.77881837,0.58764124,0.5482661,0.7469027,0.63001406,0.65880436,0.44901457,0.53373915,0.36052606,0.7315959,0.39866966,0.15149722,0.5762006,0.640507,0.77235806,0.81705666,0.58108294,0.3437279,0.2915626,0.54760385,0.55906725,0.5971911,0.62297297,0.2453826,0.6092998,0.77898854,0.82985735,0.58286905,0.76926684,0.33402342,0.35564774,0.24788812,0.15184897,0.55741256,0.5164614,0.6157708,0.09405345,0.685715,0.7781323,0.67737293,0.3833994,0.8019009,0.90720063,0.6174956,0.8149605,0.54249066,0.62080777,0.9377228,0.047766924,0.37766394,0.90471184,0.28982067,0.7626461,0.87540746,0.48139736,0.30839157,0.17511585,0.6619938,0.8769932,0.708285,0.64388794,0.18616197,0.67438114,0.2798441,0.37683296,0.5109132,0.53561777,0,1.0,0
0.32458413,0.39865708,0.5994008,0.68449795,0.66046584,0.65136564,0.64724493,0.63302916,0.3559959,0.62317485,0.65122175,0.53863025,0.379306,0.15728608,0.58896375,0.7658576,0.5865369,0.791621,0.54207927,0.5553959,0.3254499,0.2727047,0.8093921,0.46530935,0.74355954,0.30864385,0.7568035,0.47163022,0.7865795,0.47229928,0.5655264,0.68919,0.18710294,0.3208712,0.5470367,0.502186,0.46502852,0.39645535,0.2847538,0.3512847,0.63997513,0.69777393,0.7857227,0.24596101,0.3288933,0.8270586,0.51680845,0.6594907,0.7560174,0.39456433,0.46804827,0.6027567,0.48008835,0.5485606,0.32160103,0.58063823,0.84654844,0.6862194,0.63657135,0.8454485,0.47662184,0.6769114,0.54384786,0.5703192,0.6470999,0.74606556,0.50607145,0.41716957,0.6133591,0.6769809,0.39048067,0.6613119,0.65764225,0.5191589,0.67852646,0.52181077,0.61546224,0.6397134,0.615205,0.61008793,0.701722,0.69175065,0.6977444,0.39206997,0.15041114,0.6581402,0.7285795,0.5631239,0.6138862,0.6919613,0.71115994,0.69016147,0.64139086,0.68670154,0.46419817,0.74328333,0.44170108,0.426306,0.30445504,0.4453975,0,0.0,1
0.29749516,0.47253278,0.63259894,0.58154505,0.78052837,0.8551831,0.560478,0.6544796,0.3970297,0.6688749,0.5555588,0.6037842,0.33969668,0.11772904,0.48069113,0.7564503,0.5050734,0.64919376,0.5225415,0.4946708,0.3615832,0.21835163,0.8224758,0.56952167,0.78885394,0.34506297,0.553004,0.2649493,0.7482482,0.48889875,0.8287767,0.5215277,0.2968225,0.30085203,0.56138027,0.55094624,0.5319918,0.47260407,0.26066604,0.4620563,0.71986353,0.5613792,0.5236051,0.24645576,0.4263082,0.67250454,0.7555947,0.6575953,0.90124303,0.39562595,0.43114495,0.715971,0.5599377,0.7082523,0.4869873,0.5961711,0.9356064,0.70099276,0.7022514,0.85408896,0.4932636,0.7254098,0.47702107,0.7325951,0.6580889,0.6435695,0.68057287,0.36769804,0.6321143,0.6884549,0.5248152,0.65235066,0.59500337,0.5059769,0.6348822,0.6948918,0.6694739,0.6517495,0.5437005,0.64848596,0.7974569,0.59674317,0.64793235,0.3563249,0.14714803,0.6965125,0.7233162,0.5162897,0.58789146,0.7048187,0.76580614,0.6776567,0.52459896,0.86404645,0.573697,0.6864212,0.37272808,0.52784103,0.33116493,0.34829906,0,1.0,0
0.07112646,0.48301744,0.74028474,0.6414871,0.6490188,0.2853245,0.57699883,0.97847927,0.29474768,0.44156462,0.8588804,0.7052576,0.60501343,0.2565353,0.36431336,0.720515,0.5583191,0.6907974,0.5467122,0.20658359,0.40577617,0.41287738,0.7449391,0.507054,0.8628103,0.23650016,0.8160727,0.021062613,0.8091582,0.6276666,0.6915163,0.54590565,0.44148594,0.38441634,0.464594,0.40273014,0.5361381,0.23695207,0.36486053,0.52259237,0.7757764,0.83112466,0.6594428,0.44064784,0.14442846,0.33574462,0.7382834,0.81222457,0.8973134,0.59604365,0.47697818,0.5908944,0.24181855,0.47289488,0.72880614,0.3822739,1.0,0.73473436,0.65540427,0.8407299,0.41674203,0.73201823,0.24824116,0.6322033,0.79777414,0.2277705,0.4734352,0.4326682,0.6538655,0.6574998,0.6201427,0.6232768,0.7088808,0.484063,0.6924137,0.7720874,0.5620715,0.66465443,0.42673618,0.76383007,0.9722162,0.42534345,0.6999338,0.5519959,0.17523591,0.65064454,0.8803688,0.7399221,0.15621758,0.20887557,0.80525434,0.8694439,0.6588367,0.9923339,0.224816,0.63710713,0.478992,0.27545643,0.0,0.46455765,0,1.0,1
0.29749516,0.47253278,0.63259894,0.58154505,0.78052837,0.8551831,0.560478,0.6544796,0.3970297,0.6688749,0.5555588,0.6037842,0.33969668,0.11772904,0.48069113,0.7564503,0.5050734,0.64919376,0.5225415,0.4946708,0.3615832,0.21835163,0.8224758,0.56952167,0.78885394,0.34506297,0.553004,0.2649493,0.7482482,0.48889875,0.8287767,0.5215277,0.2968225,0.30085203,0.56138027,0.55094624,0.5319918,0.47260407,0.26066604,0.4620563,0.71986353,0.5613792,0.5236051,0.24645576,0.4263082,0.67250454,0.7555947,0.6575953,0.90124303,0.39562595,0.43114495,0.715971,0.5599377,0.7082523,0.4869873,0.5961711,0.9356064,0.70099276,0.7022514,0.85408896,0.4932636,0.7254098,0.47702107,0.7325951,0.6580889,0.6435695,0.68057287,0.36769804,0.6321143,0.6884549,0.5248152,0.65235066,0.59500337,0.5059769,0.6348822,0.6948918,0.6694739,0.6517495,0.5437005,0.64848596,0.7974569,0.59674317,0.64793235,0.3563249,0.14714803,0.6965125,0.7233162,0.5162897,0.58789146,0.7048187,0.76580614,0.6776567,0.52459896,0.86404645,0.573697,0.6864212,0.37272808,0.52784103,0.33116493,0.34829906,0,1.0,1
0.64511573,0.49611828,0.71553,0.6232848,0.6812192,0.9355534,0.51591593,0.71173054,0.51807034,0.67469263,0.5989111,0.47750285,0.16126096,0.3227955,0.48005748,0.5922553,0.7843187,0.77232116,0.6223009,0.56179696,0.84596,0.7536994,0.591817,0.45682,0.5688533,0.2573039,0.033410788,0.5644218,0.6825454,0.66231906,0.67483246,0.8436869,0.40778512,0.8463615,0.5769118,0.6535132,0.7988585,0.8059974,0.67759866,0.4357643,0.47523814,0.18062633,0.74253243,0.39082795,0.38182592,0.74482954,0.60921407,0.69319177,0.79123896,0.42151585,0.34627697,0.30953765,0.75590646,0.7944437,0.48008215,0.7730189,0.14884537,0.53584045,0.78624606,0.78316444,0.67339945,0.74611616,0.49875203,0.42271528,0.10161108,0.41575614,0.74329865,0.5504516,0.6314851,0.061517,0.5867127,0.82195526,0.50210756,0.30801532,0.7575455,0.87792665,0.6295106,0.89034724,0.59561056,0.55174255,0.80059,0.1771287,0.28375024,0.85178554,0.31290856,0.7325728,0.7310159,0.39201576,0.5607535,0.48149848,0.6471186,0.7520798,0.63735306,0.52894795,0.33322996,0.7047551,0.19061619,0.5120078,0.7670722,0.41307136,0,0.0,1
0.3397717,0.4504782,0.5937757,0.718985,0.7209923,0.7500855,0.5781742,0.67225707,0.35067594,0.5944739,0.68765885,0.6232543,0.28905368,0.1883622,0.560246,0.82953537,0.5515382,0.84947693,0.5819317,0.59331584,0.4094988,0.2936557,0.81822175,0.50175774,0.79109186,0.41243368,0.6770249,0.41294783,0.8097523,0.56852937,0.79872024,0.6533211,0.19847417,0.27687928,0.5088064,0.5469789,0.5394226,0.42901167,0.24225253,0.3847517,0.71747184,0.5948158,0.68960667,0.31578186,0.35820168,0.8959158,0.71567124,0.71666515,0.8728848,0.38661683,0.47048286,0.6661494,0.47221488,0.6280492,0.48144293,0.64210993,0.83612335,0.6117669,0.7564403,0.8800776,0.56748724,0.7124883,0.57802784,0.6740323,0.6967418,0.7008166,0.58468145,0.46795264,0.6522437,0.6344644,0.49902907,0.7303684,0.5402399,0.4665324,0.7219974,0.5629312,0.60852087,0.7296543,0.5756621,0.6041653,0.7911892,0.62743354,0.6027151,0.3707798,0.17223994,0.6177578,0.70657843,0.54956347,0.5799778,0.72069365,0.77033764,0.7342277,0.60624665,0.7476352,0.5370627,0.6779702,0.38081604,0.47416207,0.3814885,0.3024286,0,0.0,0
0.67426944,0.49168292,0.5551481,0.64908636,0.37231562,0.65883887,0.58036166,0.28137463,0.31126273,0.60193694,0.71498924,0.12524343,0.6002205,0.34305552,0.44963074,0.53241885,0.6328297,0.8039674,0.6085109,0.57360864,0.7509363,0.793171,0.35447043,0.30061847,0.39839497,0.32648695,0.7673535,0.5037038,0.5175038,0.4296256,0.19764048,0.6626684,0.4738043,0.53221047,0.14082247,0.2394425,0.7561711,0.7559444,0.666432,0.4840187,0.56128633,0.8482728,0.91008985,0.5666064,0.5292905,0.7749548,0.45540452,0.8069574,0.86658156,0.5998914,0.41722545,0.49339473,0.75042784,0.7279645,0.50346124,0.78345835,0.6843678,0.65074986,0.34831226,0.6092491,0.6696014,0.7330812,0.506772,0.55689514,0.6742684,0.57663935,0.2501183,0.45820385,0.7036415,0.5411179,0.2574183,0.68161935,0.54074466,0.57621545,0.7553364,0.41767398,0.59861237,0.85152173,0.46034318,0.5221939,0.7437329,0.7053874,0.66559404,0.51630354,0.18803346,0.7204144,0.73772943,0.7762453,0.76114357,0.71024317,0.7844326,0.5717584,0.4978728,0.037210852,0.5091202,0.88883865,0.52318347,0.49741542,0.6577258,0.60164225,0,1.0,0
0.7247541,0.42007363,0.5942454,0.47689214,0.7890178,0.69544214,0.24179587,0.3677786,0.6869857,0.68811995,0.7850585,0.68449545,0.7578514,0.33374563,0.0,0.17970759,0.88564456,0.47270918,0.5106631,0.6016046,0.6674606,0.445722,0.8343444,0.44364366,0.7157437,0.39470857,0.682665,0.5723204,0.7173061,0.44403288,0.2710012,0.6407194,0.6356169,0.7942506,0.5902641,0.73939514,0.7365808,0.79164046,0.61536795,0.6925421,0.436796,0.7617776,0.8329715,0.6137979,0.57491136,0.086229265,0.6091794,0.45966405,0.5726242,0.32404515,0.30565333,0.84672415,0.759086,0.97766656,0.625492,0.29801077,0.22426385,0.72712225,0.56356376,0.6381652,0.4096374,0.63544995,0.48255494,0.72574264,0.4782759,0.8155952,0.7484056,0.6289083,0.736069,0.63502276,0.34479916,0.65742403,0.7573677,0.13234267,0.29969814,0.50154096,0.23852026,0.4283426,0.68234104,0.48962167,0.86780846,0.88877773,0.15533769,0.62834895,0.26960036,0.07562107,0.7893859,0.43522725,0.5452802,0.26780346,0.56913257,0.3673912,0.48256078,0.696594,0.37032965,0.7549994,0.2903071,0.5459394,0.6946857,0.47167614,0,1.0,1
