0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.029755592,0.68968236,0.97808754,0.6118151,0.92256516,0.8506866,0.8014835,0.45344672,1.0,0.059983134,0.9148662,0.46002865,0.8579557,0.87332547,0.7249541,0.009159207,0.7852696,0.9820489,0.41380557,0.64139605,0.5632106,0.80781204,0.8273003,0.9238744,0.7431196,0.72887135,0.7291317,0.7833328,0.54268456,0.0,0.0,0.6798761,1.0,0.3282283,0.92376053,0.5791601,0.7174313,0.52512085,0.9614674,0.5220378,0.13102603,0.33662933,0.03380227,0.71259975,0.89393264,0.5894911,0.97398424,0.46397686,0.99906474,1.0,0.74592245,1.0,0.5830169,0.12056863,0.67532367,0.5624626,0.44886598,0.08672464,0.73010683,0.39714107,0.47725567,0.8217696,0.0,0.298134,0.39170426,0.887648,0.8413907,0.6275113,0.73813874,0.0,0.30546352,0.6590972,0.014389843,0.8775804,0.97335285,0.6382811,0.19443125,0.27820835,0.77945983,0.7558369,0.44865328,0.83349735,0.018583536,0.8203233,1.0,0.5763472,0.92376965,0.16404,0.8757223,0.8444085,0.7948434,0.9999999,0.93632126,0.72179765,0.6505508,0.6330682,0.082318574,0.35598493,0.9391953,0.6953734
0.49876183,0.82040656,0.22874177,0.34670758,0.8300289,0.64538634,0.2876736,0.45868778,0.35228902,0.6376142,0.8366009,0.89578915,0.345395,0.649489,0.7360162,0.50014466,0.70542806,0.48179626,0.27070707,0.21907905,0.559036,0.6399907,0.7709039,0.5210951,0.55173403,0.95539045,0.914848,1.0,0.6865551,0.6062016,0.785462,0.7990533,0.61157686,0.32334852,0.3647412,0.7292912,0.4358438,0.5777143,0.7763317,0.2446335,0.59568954,0.5593877,0.6296303,0.4985035,0.67653394,0.8285734,0.32158035,0.3771651,0.41425425,0.6809952,0.53953,0.78902155,0.25753912,0.6998998,0.78261846,0.63588834,0.30672222,0.7624075,0.78561527,0.31200427,0.41232848,0.60771567,0.31323302,0.4781016,0.81511587,0.28914922,0.35267958,0.2832874,0.9036379,0.70377564,0.9162491,0.78908443,0.49626872,0.23422411,0.19233528,0.58153075,0.5443146,0.57120556,0.8713219,0.7115503,0.4613349,0.5678048,0.30636,0.64319617,0.10038856,0.5978335,0.33870444,0.6609729,0.83677155,0.6778789,0.71176213,0.2214615,0.40642846,0.8242615,0.73161834,0.30233654,0.5768155,0.66396666,0.6514384,0.2850583
0.59660167,0.7143651,0.46609786,0.4438136,0.83514345,0.37690043,0.16115087,0.51799965,0.8343401,0.73270696,0.46652943,0.9230321,0.79210275,0.67954826,0.57877374,0.6161835,0.6281119,0.73571384,0.45468166,0.5959864,0.35584202,0.10919529,0.83285093,0.8810749,0.7037918,0.7990501,0.8850545,0.86835593,0.6689685,0.5915305,0.7929893,0.91377413,0.6153918,0.45563003,0.1533705,0.3615106,0.77960736,0.42592517,0.29604864,0.45741844,0.67655706,0.6031368,0.2992201,0.70810425,0.38815895,0.4416324,0.6657527,0.69961846,0.60751116,0.44056255,0.17882091,0.026887536,0.12792754,0.70836514,0.2657069,0.059808314,0.33883473,0.52827895,0.35167375,0.44098043,0.57998323,0.9640057,0.3273859,0.45467484,0.7233785,0.51921904,0.31053448,0.4535569,0.7749493,0.6574045,0.7436416,0.6819629,0.4809372,0.65446144,0.74945307,0.5201204,0.79546785,0.57812816,0.6199542,0.21411183,0.46071595,0.7229588,0.7428641,0.5692424,0.27797937,0.6025038,0.7295514,0.5621131,0.9611617,0.32240254,0.8039593,0.75237507,0.68583256,0.6953595,0.44969192,0.26301605,0.77484906,0.5479735,0.48770517,0.69040865
0.51144636,0.59161997,0.7395115,0.41345865,0.5133202,0.14649338,0.8339909,0.52622986,0.7293159,0.5003793,0.46334118,0.86880255,0.75812644,0.64789116,0.036604285,0.25592238,0.78776026,0.45517644,0.4174221,0.4447742,1.0,0.6971923,0.6919062,0.7179395,0.1361073,0.51034176,0.8594685,0.81101286,0.6387859,0.63943225,0.741859,0.55197924,0.44248307,0.95880914,0.3189094,0.25342977,0.8804914,0.64257985,0.7261972,0.43666068,0.55653685,0.6768991,0.77942896,0.6795571,0.75236225,0.41486165,0.16126376,0.64289874,0.8649967,0.52789134,0.49943244,0.7169475,0.75950325,0.6447789,0.6203708,0.3230491,0.13735078,0.8270014,0.8837185,0.7612165,0.57455057,0.5971631,0.5911723,0.25597614,0.4130689,0.21506429,0.37533817,0.6047372,0.858939,0.7970236,0.84581333,0.826871,0.43380803,0.55275893,0.47537178,0.12495035,0.8695289,0.59028757,0.6308117,0.4059726,0.46398276,0.8114544,0.64237964,0.27708226,0.21782136,0.47603542,0.7668488,0.4948668,0.40677902,0.672389,0.27096373,0.7121039,0.9500393,0.7586412,0.6358707,0.57049465,0.15222543,0.47819033,0.57930374,0.7876508
0.31528845,0.79619503,0.19705203,0.36736864,0.75935924,0.6985822,0.33189368,0.5249353,0.3892382,0.6231983,0.6938842,0.7348461,0.44921216,0.6894039,0.6858485,0.46689364,0.74263036,0.53727144,0.23704204,0.044194877,0.599944,0.57008916,0.80039775,0.4990588,0.6149026,0.8415603,0.9453396,0.88227993,0.72516733,0.68693423,0.83809364,0.7388355,0.60546356,0.2119093,0.2274172,0.6936308,0.41453427,0.5607264,0.8195507,0.18164957,0.53312624,0.75787115,0.6918024,0.5388534,0.60967064,0.6740069,0.459509,0.52552956,0.37382582,0.6841941,0.55977225,0.8329958,0.416732,0.7737555,0.6344325,0.5043713,0.3529521,0.7817127,0.7530718,0.40197268,0.39624912,0.68346393,0.30535936,0.46254623,0.71108973,0.2751475,0.27399993,0.11718491,0.8771379,0.8073612,0.8750636,0.74715245,0.47959158,0.24572444,0.25748682,0.51071596,0.5439297,0.71667475,0.6110665,0.67067164,0.52824587,0.59126854,0.2868501,0.7186817,0.039032817,0.6925019,0.466255,0.5199265,0.88116425,0.70584023,0.62241185,0.22949207,0.43289915,0.8198461,0.7542048,0.2691849,0.5650581,0.6491162,0.60039014,0.38369527
0.41386557,0.73540646,0.7862589,0.6140932,0.6537577,0.5108746,0.80698866,0.29273492,0.784577,0.7276809,0.5938557,0.9092318,0.8680676,0.7363533,0.37404138,0.54050773,0.67073596,0.57743216,0.53276414,0.44542024,0.54914856,0.35817453,0.6848187,0.9218632,0.38365945,0.79029423,0.65042835,0.7046408,0.43534863,0.81912696,0.7286038,0.7366475,0.43596596,0.7261833,0.24485287,0.44663233,0.6262717,0.32019615,0.90511537,0.31735522,0.5110529,0.42273507,0.87692237,0.3693213,0.7033879,0.342874,0.5963791,0.5897687,0.47635397,0.446957,0.79658854,0.4652876,0.6123707,0.88129824,0.44804353,0.46468174,0.16921216,0.5683582,0.31649336,0.8496459,0.7500936,0.7955981,0.3128901,0.68179727,0.70308465,0.21668884,0.48982325,0.7177715,0.7550995,0.66839516,0.53684783,0.10561472,0.44513372,0.93444145,0.24989554,0.5068101,1.0000001,0.5451431,0.55577886,0.18920141,0.0,0.79724956,0.89666486,0.23565266,0.33421972,0.16923887,0.47787422,0.3944888,0.5686176,0.6127185,0.8315511,0.6850562,0.779092,0.70523715,0.55052036,0.23585698,0.543253,0.55370605,0.5937365,0.6967213
0.16172433,0.70924234,0.37079376,0.43651387,0.6442433,0.7054894,0.5169012,0.38853416,0.34412274,0.66195494,0.7021692,0.6710643,0.5272003,0.6723684,0.6419327,0.37855223,0.80766714,0.6107208,0.25273243,0.23933625,0.48592925,0.5840214,0.6869579,0.4331225,0.64977175,0.85995084,0.7569449,0.7487397,0.64113915,0.49788865,0.7235346,0.64834833,0.64094836,0.3518638,0.31892234,0.67418057,0.34893045,0.5574105,0.81382036,0.15050972,0.42808744,0.7032366,0.5992608,0.38329163,0.48878074,0.70538926,0.56270456,0.5969201,0.43071327,0.7151497,0.5711377,0.82805896,0.44305843,0.7010792,0.5282761,0.5623137,0.2965839,0.6969566,0.71452427,0.34852543,0.32782346,0.6698866,0.25626516,0.5878173,0.6730974,0.39814574,0.112677634,0.08625707,0.69592756,0.76747847,0.76908904,0.6298507,0.48682556,0.2811158,0.2831994,0.60326827,0.37471563,0.5929671,0.5244088,0.7535927,0.5731697,0.62693524,0.25872412,0.5228526,0.17819743,0.63532484,0.5314479,0.53057826,0.7509406,0.7503897,0.52188015,0.23445815,0.3346435,0.8173862,0.7647271,0.28739563,0.48514673,0.5377695,0.6474658,0.4623891
0.6478407,0.5934849,0.2610762,1.0,0.53919935,0.37544405,0.1378595,1.0,0.75096995,0.6359809,0.9438003,0.91339403,0.9796498,0.16586602,0.5938644,0.20407256,0.0,0.0,1.0,0.9251735,0.6359552,0.09318936,0.93656456,0.9170805,0.9716136,0.74759376,0.8691387,0.6222083,0.47885993,0.79199207,0.5478534,0.39813823,0.0,0.75789624,0.75220704,0.62621,1.0,0.6272439,0.6072142,0.37323913,0.0,0.8085903,0.81870335,0.8473786,0.732477,0.57857996,0.62891483,0.84903216,0.9826848,0.88054204,0.32136238,0.43264654,0.9350518,0.0,0.26225176,0.7383093,1.0,0.94726324,0.50924873,0.88823235,1.0,0.0,0.11761555,1.0,0.0,0.7958875,1.0,0.39663184,0.57443357,0.19655454,0.0,0.8787635,0.69191575,0.018718898,0.6072891,0.3499381,0.9997337,0.18621811,0.7699341,0.61245275,0.8525678,0.124526024,0.33085665,1.0,0.24037391,0.4829346,0.37658405,1.0,0.8976878,0.65958226,0.8800325,0.27359512,0.8584088,0.9124763,1.0,0.5970258,0.4995528,0.39191687,0.2154643,0.120218575
0.3063193,0.5188786,1.0,0.38201562,0.37599236,0.0,0.85287356,0.6125965,0.6920618,0.5685116,0.19389588,0.79156744,0.62732345,0.5092496,0.42846125,0.2580493,0.7177261,0.33555225,0.362616,0.66722167,0.95071304,0.5950475,0.670813,0.45729092,0.07218951,0.66222835,0.565684,0.7942457,0.5249657,0.38536945,0.96874195,0.22851366,0.3794958,0.6323814,0.4490283,0.38932288,0.7857498,0.7338098,0.57413775,0.43956015,0.52636737,0.6763775,0.5287201,0.24065655,0.7841761,0.4203912,0.15206212,0.5854973,0.9029218,0.6650725,0.23773235,0.7089049,0.7853974,0.48667884,0.30117187,0.10812771,0.16525908,0.51894677,0.7149152,0.49590188,0.27138472,0.6252219,0.7422427,0.38889363,0.57402,0.16908464,0.17060187,0.56759393,0.6227436,0.8521098,1.0,0.87066233,0.58228034,0.5352581,0.9260018,0.43640536,0.8879387,0.49862853,0.7721356,0.6254004,0.5355519,0.7721485,0.7175468,0.025113821,0.3806477,0.4952156,0.6501944,0.556496,0.34893668,0.8142103,0.025139093,0.39549252,0.91389334,0.8178116,0.6472873,0.53659815,0.112718076,0.4027627,0.38436604,0.7394043
0.10930255,0.9607792,0.61064625,0.40986645,0.7898197,0.8143587,0.633145,0.4245081,0.88042563,0.3936643,0.73101085,0.3300134,0.8102529,0.9323301,0.49895734,0.10558835,0.6925008,0.9102423,0.4085452,0.318913,0.50132495,0.7577491,0.9207352,0.8109212,0.38788742,0.75473976,0.71474534,0.6805849,0.60293674,0.18381551,0.23455411,0.62564695,0.74231833,0.5916534,0.6133427,0.45758066,0.48143998,0.3487716,0.8182367,0.42881954,0.21827301,0.47782305,0.12919885,0.86670643,0.7115916,0.61979645,0.6462847,0.542408,0.6806631,0.7931153,0.71427995,0.7413745,0.4814075,0.35900435,0.79580975,0.5778519,0.24322231,0.45008913,0.70039314,0.41084203,0.45128998,0.7614304,0.2696714,0.1990126,0.34607208,0.8202458,0.5019722,0.6083071,0.75398904,0.41591144,0.46228158,0.6130654,0.32950652,0.3434187,0.5457691,0.58838993,0.26747388,0.43396148,0.67666477,0.7636335,0.6895018,0.73871773,0.11091113,0.68236506,0.5623453,0.38023853,0.7347286,0.34377494,0.50887734,0.7135612,0.76103735,0.74312717,0.8164209,0.78514564,0.6042038,0.43046907,0.30616134,0.20066276,0.7357714,0.676294
